csvid,name,vanilla,base_sell_price,implemented_in_shandalar
755,"Rabid Wombat",,100,shandalar
756,"Radjan Spirit",,100,shandalar
757,"Raging Bull",vanilla,31,shandalar
758,"Ragnar",,260,shandalar
759,"Ramirez DePietro",vanilla,100,shandalar
760,"Ramses Overdark",,280,shandalar
761,"Rapid Fire",,800,shandalar
762,"Rasputin Dreamweaver",,200,
763,"Rebirth",,560,shandalar
764,"Recall",,200,
765,"Red Mana Battery",,100,shandalar
766,"Reincarnation",,100,
767,"Relic Barrier",,100,shandalar
768,"Relic Bind",,100,shandalar
769,"Remove Enchantments",,80,shandalar
770,"Remove Soul",,120,shandalar
771,"Reset",,100,shandalar
772,"Revelation",,200,shandalar
773,"Reverberation",,800,
774,"Righteous Avengers",vanilla,100,shandalar
775,"Ring of Immortals",,200,shandalar
776,"Riven Turnbull",,100,shandalar
777,"Rohgahh of Kher Keep",,408,
778,"Rust",,40,
779,"Sea Kings' Blessing",,100,shandalar
781,"Seeker",,100,shandalar
782,"Segovian Leviathan",vanilla,100,shandalar
783,"Sentinel",,200,
784,"Serpent Generator",,200,shandalar
785,"Shelkin Brownie",,40,
786,"Shield Wall",,100,shandalar
787,"Shimian Night Stalker",,100,
788,"Silhouette",,100,
789,"Sir Shandlar of Eberyn",vanilla,100,shandalar
790,"Sivitri Scarzam",vanilla,100,shandalar
791,"Sol'kanar the Swamp King",,720,shandalar
792,"Spectral Cloak",,100,shandalar
793,"Spinal Villain",,224,shandalar
794,"Spirit Link",,100,shandalar
795,"Spirit Shackle",,100,shandalar
796,"Spiritual Sanctuary",,1200,shandalar
797,"Stangg",,240,shandalar
798,"Storm Seeker",,100,shandalar
799,"Storm World",,200,shandalar
800,"Subdue",,80,shandalar
801,"Sunastian Falconer",,100,shandalar
802,"Sword of the Ages",,200,
803,"Sylvan Library",,100,shandalar
804,"Sylvan Paradise",,100,shandalar
805,"Syphon Soul",,80,shandalar
806,"The Tabernacle at Pendrell Vale",,200,shandalar
807,"Takklemaggot",,100,
808,"Telekinesis",,560,shandalar
809,"Teleport",,640,shandalar
810,"Tempest Efreet",,216,shandalar
811,"Tetsuo Umezawa",,448,
812,"The Abyss",,500,
813,"The Brute",,100,shandalar
814,"The Lady of the Mountain",vanilla,100,shandalar
815,"The Wretched",,280,
816,"Thunder Spirit",vanilla,336,shandalar
817,"Time Elemental",,260,shandalar
818,"Tobias Andrion",vanilla,100,shandalar
819,"Tolaria",,100,
820,"Tor Wauki",,100,shandalar
821,"Torsten Von Ursus",vanilla,100,shandalar
822,"Touch of Darkness",,100,shandalar
823,"Transmutation",,120,
824,"Triassic Egg",,200,
825,"Tuknir Deathlock",,268,shandalar
826,"Tundra Wolves",vanilla,90,shandalar
827,"Typhoon",,480,shandalar
828,"Undertow",,100,
829,"Underworld Dreams",,100,shandalar
831,"Untamed Wilds",,100,shandalar
832,"Ur-Drago",,272,
833,"Urborg",,100,
834,"Vaevictis Asmadi",,464,
835,"Vampire Bats",,225,shandalar
836,"Venarian Gold",,100,
837,"Visions",,100,shandalar
838,"Voodoo Doll",,200,
839,"Walking Dead",,90,shandalar
841,"Wall of Dust",,100,shandalar
842,"Wall of Earth",vanilla,45,shandalar
843,"Wall of Heat",vanilla,78,shandalar
844,"Wall of Light",vanilla,100,shandalar
845,"Wall of Opposition",,2832,shandalar
846,"Wall of Putrid Flesh",,100,
847,"Wall of Shadows",,22,
848,"Wall of Tombstones",,100,shandalar
849,"Wall of Vapor",,18,
850,"Wall of Wonder",,100,shandalar
851,"Whirling Dervish",,100,shandalar
852,"White Mana Battery",,100,shandalar
853,"Willow Satyr",,200,shandalar
854,"Winds of Change",,100,shandalar
855,"Winter Blast",,400,shandalar
856,"Wolverine Pack",,115,shandalar
857,"Wood Elemental",,200,shandalar
858,"Xira Arien",,200,shandalar
859,"Zephyr Falcon",vanilla,40,shandalar
860,"Call from the Grave",,320,shandalar
861,"Prismatic Dragon",,252,shandalar
862,"Rainbow Knights",,840,shandalar
863,"Pandora's Box",,200,shandalar
864,"Whimsy",,200,shandalar
865,"Faerie Dragon",,200,shandalar
866,"Goblin Polka Band",,200,shandalar
867,"Power Struggle",,800,shandalar
868,"Aswan Jaguar",,260,shandalar
869,"Orcish Catapult",,960,shandalar
870,"Gem Bazaar",,200,shandalar
871,"Necropolis of Azar",,1000,shandalar
894,"Mana Crypt",,1000,shandalar
895,"Nalathni Dragon",,864,shandalar
896,"Sewers of Estark",,880,shandalar
897,"Windseeker Centaur",vanilla,224,shandalar
898,"Giant Badger",,758,shandalar
899,"Arena",,200,shandalar
930,"Brass Man",,100,shandalar
931,"Dancing Scimitar",vanilla,256,shandalar
932,"Curse Artifact",,100,
933,"Electric Eel",,100,shandalar
934,"Festival",,120,
935,"Flood",,100,shandalar
936,"Goblin Digging Team",,60,shandalar
937,"Goblin Rock Sled",,60,shandalar
938,"Goblin Shrine",,125,shandalar
939,"Marsh Viper",,15,shandalar
940,"Merfolk Assassin",,100,shandalar
941,"Miracle Worker",,90,shandalar
942,"Pikemen",vanilla,80,shandalar
943,"Rag Man",,200,shandalar
944,"Savaen Elves",,90,shandalar
945,"Scarwood Bandits",,492,
946,"Scarwood Goblins",vanilla,41,shandalar
947,"Scavenger Folk",,60,shandalar
948,"Squire",vanilla,5,shandalar
949,"Tangle Kelp",,100,
950,"Tivadar's Crusade",,100,shandalar
951,"Water Wurm",,5,shandalar
952,"Rubinia Soulsinger",,328,shandalar
953,"Angel of Mercy",,100,shandalar
954,"Angelic Page",,60,shandalar
955,"Ardent Militia",vanilla,46,shandalar
956,"Aven Cloudchaser",,52,shandalar
957,"Aven Flock",,112,shandalar
958,"Blessed Reversal",,720,shandalar
959,"Urborg Volcano",,100,shandalar
960,"Elfhame Palace",,100,shandalar
961,"Shivan Oasis",,100,shandalar
962,"Coastal Tower",,100,shandalar
963,"Salt Marsh",,100,shandalar
964,"Beast of Burden",,200,shandalar
965,"Ensnaring Bridge",,200,shandalar
966,"Glorious Anthem",,700,shandalar
967,"Noble Purpose",,100,
968,"Pacifism",,75,shandalar
969,"Rolling Stones",,600,shandalar
970,"Sanctimony",,100,
971,"Abyssal Specter",,100,shandalar
972,"Ambition's Cost",,100,shandalar
973,"Anaba Shaman",,82,shandalar
974,"Archivist",,200,shandalar
975,"Avatar of Hope",,520,
976,"Aven Fisher",,52,shandalar
977,"Balance of Power",,720,shandalar
978,"Balduvian Barbarians",vanilla,50,shandalar
979,"Blanchwood Armor",,100,shandalar
980,"Blaze",,100,shandalar
981,"Blinding Angel",,384,
982,"Bloodshot Cyclops",,388,shandalar
983,"Boil",,100,shandalar
984,"Brass Herald",,100,
985,"Bribery",,720,
986,"Call of the Wild",,1000,
987,"Canopy Spider",vanilla,80,shandalar
988,"Canyon Wildcat",vanilla,70,shandalar
989,"Carrion Wall",,100,shandalar
990,"Catalog",,160,shandalar
991,"Chastise",,100,shandalar
992,"Choke",,100,shandalar
993,"Cinder Wall",,135,shandalar
994,"Coastal Hornclaw",,60,shandalar
995,"Coastal Piracy",,100,
996,"Coat of Arms",,200,shandalar
997,"Coercion",,100,shandalar
998,"Collective Unconscious",,640,shandalar
999,"Concentrate",,100,shandalar
1000,"Confiscate",,100,shandalar
1001,"Coral Eel",vanilla,46,shandalar
1003,"Creeping Mold",,100,shandalar
1004,"Crossbow Infantry",,60,shandalar
1005,"Curiosity",,100,shandalar
1006,"Daring Apprentice",,200,shandalar
1007,"Dark Banishing",,220,shandalar
1008,"Death Pit Offering",,800,shandalar
1009,"Death Pits of Rath",,600,
1010,"Deathgazer",,100,shandalar
1011,"Deepwood Ghoul",,56,shandalar
1012,"Defense Grid",,200,
1014,"Dehydration",,150,shandalar
1015,"Demolish",,100,shandalar
1016,"Demystify",,140,shandalar
1017,"Diabolic Tutor",,100,shandalar
1018,"Distorting Lens",,200,shandalar
1019,"Diving Griffin",vanilla,56,shandalar
1020,"Dusk Imp",vanilla,35,shandalar
1021,"Eastern Paladin",,288,shandalar
1022,"Elite Archers",,256,shandalar
1023,"Elite Javelineer",,65,
1024,"Elvish Champion",,260,shandalar
1025,"Elvish Lyrist",,60,shandalar
1026,"Elvish Pioneer",,60,shandalar
1027,"Elvish Piper",,200,shandalar
1028,"Elvish Scrapper",,100,shandalar
1029,"Emperor Crocodile",,480,shandalar
1030,"Enrage",,100,shandalar
1031,"Evacuation",,1040,shandalar
1032,"Execute",,100,shandalar
1033,"Fecundity",,100,
1034,"Fertile Ground",,150,shandalar
1035,"Fighting Drake",vanilla,100,shandalar
1037,"Fleeting Image",,200,shandalar
1038,"Fodder Cannon",,100,shandalar
1039,"Foratog",,100,shandalar
1040,"Fugitive Wizard",vanilla,40,shandalar
1041,"Furnace of Rath",,700,
1042,"Fyndhorn Elder",,100,shandalar
1043,"Gaea's Herald",,320,
1044,"Giant Cockroach",vanilla,35,shandalar
1045,"Glory Seeker",vanilla,41,shandalar
1046,"Gluttonous Zombie",vanilla,100,shandalar
1047,"Goblin Chariot",vanilla,43,shandalar
1048,"Goblin Glider",vanilla,100,shandalar
1049,"Goblin Raider",vanilla,58,shandalar
1050,"Grave Pact",,800,
1051,"Gravedigger",,52,shandalar
1052,"Guerrilla Tactics",,120,shandalar
1053,"Hammer of Bogardan",,480,
1054,"Hibernation",,100,shandalar
1055,"Honor Guard",,180,shandalar
1056,"Horned Troll",,98,shandalar
1057,"Horned Turtle",vanilla,52,shandalar
1058,"Hulking Cyclops",vanilla,100,shandalar
1059,"Hunted Wumpus",,100,shandalar
1060,"Index",,40,shandalar
1061,"Inspiration",,260,shandalar
1062,"Intrepid Hero",,240,shandalar
1063,"Intruder Alarm",,400,shandalar
1064,"Ivory Mask",,500,
1065,"Larceny",,100,
1066,"Lava Axe",,160,shandalar
1067,"Lava Hounds",,100,shandalar
1068,"Lesser Gargadon",,100,
1069,"Lhurgoyf",,200,shandalar
1070,"Lightning Blast",,260,shandalar
1071,"Lightning Elemental",vanilla,36,shandalar
1073,"Llanowar Behemoth",,100,shandalar
1074,"Lone Wolf",,100,
1075,"Looming Shade",,405,shandalar
1076,"Lord of the Undead",,336,shandalar
1077,"Maggot Carrier",,90,shandalar
1078,"Mana Leak",,80,shandalar
1079,"Maro",,200,shandalar
1080,"Master Decoy",,50,shandalar
1081,"Master Healer",,280,
1082,"Megrim",,100,shandalar
1083,"Merchant of Secrets",,45,shandalar
1084,"Merchant Scroll",,80,shandalar
1085,"Might of Oaks",,1040,shandalar
1086,"Mind Bend",,100,
1087,"Mind Rot",,100,shandalar
1088,"Mind Slash",,100,shandalar
1089,"Mind Sludge",,100,shandalar
1090,"Mogg Sentry",,360,shandalar
1091,"Monstrous Growth",,120,shandalar
1093,"Murderous Betrayal",,1200,shandalar
1094,"Nantuko Disciple",,52,shandalar
1095,"Natural Affinity",,640,shandalar
1096,"Naturalize",,180,shandalar
1097,"Nausea",,80,shandalar
1098,"Nekrataal",,100,shandalar
1099,"Norwood Ranger",vanilla,50,shandalar
1100,"Obliterate",,960,
1101,"Ogre Taskmaster",vanilla,100,shandalar
1102,"Okk",,628,
1104,"Orcish Spy",,60,shandalar
1105,"Panic Attack",,100,shandalar
1106,"Patagia Golem",,100,shandalar
1107,"Peach Garden Oath",,100,shandalar
1108,"Persecute",,640,shandalar
1109,"Phantom Warrior",vanilla,100,shandalar
1110,"Phyrexian Arena",,600,shandalar
1111,"Phyrexian Colossus",,616,
1112,"Phyrexian Hulk",vanilla,100,shandalar
1113,"Phyrexian Plaguelord",,452,shandalar
1114,"Plague Beetle",vanilla,60,shandalar
1115,"Plague Wind",,880,shandalar
1116,"Planar Portal",,200,shandalar
1117,"Plow Under",,560,shandalar
1118,"Primeval Force",,932,shandalar
1119,"Primeval Shambler",,100,shandalar
1120,"Puppeteer",,100,shandalar
1121,"Pyroclasm",,100,shandalar
1122,"Raging Goblin",vanilla,60,shandalar
1123,"Rain of Blades",,100,shandalar
1124,"Rampant Growth",,80,shandalar
1125,"Ravenous Rats",,60,shandalar
1126,"Razorfoot Griffin",vanilla,52,shandalar
1127,"Redeem",,100,shandalar
1128,"Reflexes",,75,shandalar
1129,"Relentless Assault",,640,
1130,"Revive",,100,shandalar
1131,"Rewind",,220,shandalar
1132,"Rhox",,512,
1133,"Ridgeline Rager",,112,shandalar
1134,"Rushwood Dryad",vanilla,70,shandalar
1135,"Sabretooth Tiger",vanilla,52,shandalar
1137,"Sacred Nectar",,100,shandalar
1138,"Sage Owl",,40,shandalar
1139,"Sea Monster",,125,shandalar
1140,"Searing Wind",,1840,shandalar
1141,"Seasoned Marshal",,100,shandalar
1142,"Seismic Assault",,1000,shandalar
1143,"Serpent Warrior",,90,shandalar
1144,"Sever Soul",,180,shandalar
1145,"Severed Legion",vanilla,43,shandalar
1146,"Shifting Sky",,100,shandalar
1147,"Shock",,140,shandalar
1148,"Shock Troops",,52,shandalar
1149,"Sizzle",,120,shandalar
1150,"Slay",,100,shandalar
1151,"Sneaky Homunculus",,40,shandalar
1152,"Solidarity",,220,shandalar
1153,"Soul Feast",,100,shandalar
1154,"Spellbook",,100,shandalar
1155,"Spiketail Hatchling",,40,shandalar
1156,"Spined Wurm",vanilla,70,shandalar
1157,"Spineless Thug",vanilla,41,shandalar
1158,"Spitting Spider",,100,shandalar
1159,"Spreading Algae",,100,shandalar
1160,"Star Compass",,100,shandalar
1161,"Staunch Defenders",,100,shandalar
1162,"Storm Crow",vanilla,33,shandalar
1163,"Story Circle",,100,
1164,"Sudden Impact",,100,shandalar
1165,"Sunweb",,432,shandalar
1166,"Swarm of Rats",,100,shandalar
1167,"Sword Dancer",,100,shandalar
1168,"Teferi's Puzzle Box",,248,
1169,"Telepathy",,100,shandalar
1170,"Temporal Adept",,200,shandalar
1172,"Thieving Magpie",,100,shandalar
1173,"Thorn Elemental",,524,
1174,"Tidal Kraken",vanilla,300,shandalar
1175,"Trade Routes",,800,shandalar
1176,"Treasure Trove",,100,shandalar
1177,"Tremor",,60,shandalar
1178,"Two-Headed Dragon",,1168,
1179,"Urza's Armor",,100,
1180,"Vampiric Spirit",,324,shandalar
1181,"Venerable Monk",,65,shandalar
1182,"Vernal Bloom",,500,shandalar
1183,"Vexing Arcanix",,200,
1184,"Viashino Sandstalker",,100,shandalar
1185,"Vicious Hunger",,80,shandalar
1186,"Vine Trellis",,87,shandalar
1187,"Volcanic Hammer",,100,shandalar
1188,"Warped Devotion",,100,shandalar
1189,"Western Paladin",,288,shandalar
1190,"Wing Snare",,100,shandalar
1191,"Wood Elves",,30,shandalar
1192,"Worship",,700,shandalar
1193,"Wrath of Marit Lage",,800,shandalar
1194,"Yavimaya Enchantress",,100,shandalar
1195,"Suntail Hawk",vanilla,40,shandalar
1196,"Trained Armodon",vanilla,45,shandalar
1197,"Wind Drake",vanilla,31,shandalar
1198,"Akroma, Angel of Wrath",vanilla,448,shandalar
1199,"Ancient Spider",vanilla,432,shandalar
1200,"Utopia Tree",,348,shandalar
1201,"Heavy Ballista",,63,shandalar
1202,"Crumbling Necropolis",,100,shandalar
1203,"Jungle Shrine",,100,shandalar
1204,"Savage Lands",,100,shandalar
1205,"Seaside Citadel",,100,shandalar
1206,"Arcane Sanctum",,100,shandalar
1207,"Solemn Simulacrum",,328,shandalar
1208,"Cathodion",,100,shandalar
1209,"Leaden Myr",,60,shandalar
1210,"Silver Myr",,60,shandalar
1211,"Copper Myr",,60,shandalar
1212,"Iron Myr",,60,shandalar
1213,"Gold Myr",,60,shandalar
1214,"Alpha Myr",vanilla,46,shandalar
1215,"Vault of Whispers",,40,shandalar
1216,"Seat of the Synod",,40,shandalar
1217,"Tree of Tales",,40,shandalar
1218,"Great Furnace",,40,shandalar
1219,"Ancient Den",,40,shandalar
1220,"Shadowmage Infiltrator",,448,shandalar
1221,"Blazing Specter",,268,shandalar
1222,"Ravenous Baloth",,544,shandalar
1223,"Eternal Witness",,100,shandalar
1224,"Stoic Angel",,200,shandalar
1225,"Lightning Angel",vanilla,280,shandalar
1226,"Visara the Dreadful",,408,shandalar
1227,"Argothian Enchantress",,200,shandalar
1228,"Killer Whale",,100,shandalar
1229,"Glimmering Angel",,52,shandalar
1230,"Masticore",,816,shandalar
1231,"Benalish Knight",vanilla,103,shandalar
1232,"Simic Sky Swallower",vanilla,436,shandalar
1233,"Deft Duelist",vanilla,70,shandalar
1234,"Havenwood Wurm",vanilla,118,shandalar
1235,"Skyknight Legionnaire",vanilla,43,shandalar
1236,"Leonin Skyhunter",vanilla,100,shandalar
1237,"Tempest of Light",,100,shandalar
1238,"Silver Knight",vanilla,100,shandalar
1239,"Isamaru, Hound of Konda",vanilla,448,shandalar
1240,"Loxodon Gatekeeper",,200,shandalar
1241,"Groundbreaker",,492,shandalar
1242,"Ancient Silverback",,564,shandalar
1243,"Harmonize",,100,shandalar
1244,"Gaea's Skyfolk",vanilla,58,shandalar
1245,"Recollect",,100,shandalar
1246,"Oxidize",,100,shandalar
1247,"Fledgling Djinn",,112,shandalar
1248,"Heartbeat of Spring",,300,shandalar
1249,"Magus of the Bazaar",,200,shandalar
1250,"Wall of Blossoms",,100,shandalar
1251,"Carven Caryatid",,100,shandalar
1252,"Winter's Grasp",,100,shandalar
1253,"Char",,640,shandalar
1254,"Incinerate",,120,shandalar
1255,"Goblin Tutor",,480,
1256,"River Boa",,157,shandalar
1257,"Volcanic Geyser",,100,shandalar
1258,"Zombify",,100,shandalar
1259,"Thrashing Wumpus",,240,shandalar
1260,"Nantuko Shade",,2520,shandalar
1261,"Magus of the Moon",,412,shandalar
1262,"Porphyry Nodes",,1000,shandalar
1263,"Spark Elemental",,135,shandalar
1264,"Teroh's Faithful",,84,shandalar
1265,"Rain of Tears",,100,shandalar
1266,"Magus of the Arena",,480,
1267,"Paladin en-Vec",vanilla,412,shandalar
1268,"Silvos, Rogue Elemental",,1308,shandalar
1269,"Rorix Bladewing",vanilla,340,shandalar
1270,"Inkfathom Divers",,67,shandalar
1271,"Twincast",,560,shandalar
1272,"Yavimaya Barbarian",vanilla,41,shandalar
1273,"Counsel of the Soratami",,140,shandalar
1274,"Mawcor",,360,shandalar
1275,"Damnation",,640,shandalar
1276,"Ghostfire",,220,shandalar
1277,"Longbow Archer",vanilla,100,shandalar
1278,"Wrecking Ball",,220,shandalar
1279,"Moonglove Extract",,41,shandalar
1280,"Nessian Courser",vanilla,45,shandalar
1281,"Time Warp",,720,shandalar
1282,"Magus of the Candelabra",,300,shandalar
1283,"Magus of the Disk",,376,shandalar
1284,"Magus of the Library",,320,shandalar
1285,"Regress",,200,shandalar
1286,"Magus of the Mirror",,200,shandalar
1287,"Magus of the Tabernacle",,376,shandalar
1288,"Goldmeadow Harrier",,60,shandalar
1289,"Streetbreaker Wurm",vanilla,64,shandalar
1290,"Lava Spike",,80,
1291,"Iridescent Angel",vanilla,200,shandalar
1292,"Archangel",vanilla,240,shandalar
1293,"Fyndhorn Elves",,120,shandalar
1294,"Zuran Spellcaster",,75,shandalar
1295,"Eye of Nowhere",,100,
1296,"Ghost Warden",,60,shandalar
1297,"Watchwolf",vanilla,100,shandalar
1298,"Blood Knight",vanilla,100,shandalar
1299,"Spirit of the Night",,540,shandalar
1300,"Steel Wall",vanilla,52,shandalar
1301,"Razorfin Hunter",,100,shandalar
1302,"Vindicate",,240,shandalar
1303,"Llanowar Knight",vanilla,58,shandalar
1304,"Galina's Knight",vanilla,41,shandalar
1305,"Shivan Zombie",vanilla,58,shandalar
1306,"Sculpting Steel",,200,shandalar
1307,"Mire Boa",,157,shandalar
1308,"Platinum Angel",,340,
1309,"Keen Sense",,100,shandalar
1310,"Spectral Lynx",,300,shandalar
1311,"Moroii",,100,shandalar
1312,"Cancel",,180,shandalar
1313,"Magus of the Abyss",,252,
1314,"Magus of the Moat",,324,shandalar
1315,"Kami of the Crescent Moon",,240,shandalar
1316,"Shrieking Grotesque",,52,shandalar
1317,"Phyrexian Walker",vanilla,30,shandalar
1318,"Primal Frenzy",,100,shandalar
1319,"Armadillo Cloak",,175,shandalar
1320,"Vulshok Sorcerer",,75,shandalar
1321,"Diplomatic Immunity",,75,shandalar
1322,"Serra's Embrace",,100,shandalar
1323,"Infest",,100,shandalar
1324,"Kiss of the Amesha",,100,shandalar
1325,"Annex",,100,shandalar
1326,"Wild Nacatl",,150,shandalar
1327,"Field Marshal",,336,shandalar
1328,"Lightning Helix",,100,shandalar
1329,"Bull Cerodon",vanilla,100,shandalar
1330,"Warrior's Honor",,180,shandalar
1331,"Nuisance Engine",,100,shandalar
1333,"Spidersilk Armor",,125,shandalar
1334,"Serra Advocate",,100,shandalar
1335,"Sleeper's Robe",,100,shandalar
1336,"Gilded Lotus",,200,shandalar
1337,"Blightning",,120,shandalar
1338,"Zephid's Embrace",,100,shandalar
1340,"Palinchron",,328,shandalar
1341,"Treachery",,800,shandalar
1342,"Time Spiral",,800,shandalar
1343,"Peregrine Drake",,100,shandalar
1344,"Snap",,160,shandalar
1345,"Auratog",,2700,shandalar
1346,"Sunscape Apprentice",,90,shandalar
1347,"Thornscape Apprentice",,90,shandalar
1348,"Thunderscape Apprentice",,90,shandalar
1349,"Nightscape Apprentice",,90,shandalar
1350,"Stormscape Apprentice",,60,shandalar
1351,"Tinker",,100,shandalar
1352,"Repulse",,200,shandalar
1353,"Dismiss",,100,shandalar
1354,"Mogg Fanatic",,90,shandalar
1355,"Morphling",,3240,shandalar
1356,"Tower Gargoyle",vanilla,100,shandalar
1357,"Rhox War Monk",vanilla,100,shandalar
1358,"Indomitable Ancients",vanilla,260,shandalar
1359,"Silvergill Adept",,100,
1360,"Wren's Run Vanquisher",,100,
1361,"Prodigal Pyromancer",,75,shandalar
1362,"Tidehollow Strix",vanilla,46,shandalar
1363,"Elvish Visionary",,60,shandalar
1364,"Serra Sphinx",vanilla,256,shandalar
1365,"Assault Zeppelid",vanilla,72,shandalar
1366,"Topan Ascetic",,100,shandalar
1367,"Rip-Clan Crasher",vanilla,58,shandalar
1368,"Loxodon Hierarch",,376,
1369,"Woolly Thoctar",vanilla,100,shandalar
1370,"Fusion Elemental",vanilla,100,shandalar
1371,"Gaea's Anthem",,700,shandalar
1372,"Rockslide Elemental",,100,
1373,"Scavenger Drake",,100,
1374,"Ihsan's Shade",vanilla,100,shandalar
1375,"Absorb",,720,shandalar
1376,"Mirri, Cat Warrior",vanilla,604,shandalar
1377,"Muscle Sliver",,80,shandalar
1378,"Might Sliver",,100,shandalar
