ID;Full Name;CODED CARD;Name;Expansion;Color;Card Type;DB Card Type 2;Rarity;Req Colorless;Req Black;Req Blue;Req Green;Req Red;Req White;Num Pics;Mod Direct Fire;Mod Land Destructor;Mod Draw Cards;Mod Discard;Mod Gain Life;Mod Damage Prevention;Mod Recycler;Mod Counter Spell;Mod Control;Mod Combat Manipulator;Mod Enchantments;Mod Artifacts;Mod Creature;Mod Creature Generator;Mod Damage Opponent;Mod Library Manipulation;Mod Dummy 1;Mod Dummy 2;Mod Dummy 3;Mod Dummy 4;AI Inc Power;AI Inc Toughness;AI Power;AI Toughness;AI Base Value;Dependent Arifact;Dependent Creature;Dependent Wall;Sleighted Color;VS Black;VS Blue;VS Green;VS Red;VS White;For Black;For Blue;For Green;For Red;For White;Count as Black;Count as Blue;Count as Green;Count as Red;Count as White;VS Black Land;VS Blue Land;VS Green Land;VS Red Land;VS White Land;For Black Land;For Blue Land;For Green Land;For Red Land;For White Land;Count as Black Land;Count as Blue Land;Count as Green Land;Count as Red Land;Count as White Land;AI Flying;AI Banding;AI Trample;AI First Strike;AI Wall;AI Landhome;Exp Rarity;Power;Toughness;Num of DB Abilities;DBA1;DBA2;DBA3;DBA4;DBA5;DBA6;DBA7;DBA8;Mana Source Colors;Inflatable;Hack Color;Hack Mode;Enchant Type OWN;Enchant Type OPP;Subtype;Subtype 2;Type Text;Rules Text;Flavor Text;Damage Text;Effect Title Text;Effect Text;Legacy Title Text;Legacy Text
45;Conversion;1;Conversion;0800h;8;2;9;4;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;011h;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;211;211;Enchantment;All |H1Mountains are |H1Plains.\nAt the beginning of your upkeep, sacrifice Conversion unless you pay |W|W.;;;;;;
46;Copper Tablet;1;Copper Tablet;0800h;3;1;0;4;2;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Artifact;At the beginning of each player's upkeep, Copper Tablet deals 1 damage to that player.;;;;;;
47;Copy Artifact;1;Copy Artifact;0800h;2;2;0;2;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;As Copy Artifact comes into play, you may choose an artifact in play. If you do, Copy Artifact comes into play as a copy of that artifact. It's still an enchantment.;;;;;;
48;Counterspell;1;Counterspell;0800h;2;4;3;4;0;0;2;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0511h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Counter target spell.;;;;;;
49;Craw Wurm;1;Craw Wurm;0800h;5;7;0;1;4;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50555h;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;211;Creature — Wurm;;The most terrifying thing about the Craw Wurm is probably the horrible crashing sound it makes as it speeds through the forest. This noise is so loud it echoes through the trees and seems to come from all directions at once.;;;;;
50;Creature Bond;1;Creature Bond;0800h;2;2;0;1;1;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;055h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;44;211;Enchant Creature;When enchanted creature is put into a graveyard, Creature Bond deals damage equal to that creature's toughness to the creature's controller.;;;;;Graveyard Effect;When enchanted creature is put into a graveyard, Creature Bond deals damage equal to that creature's toughness to the creature's controller.
51;Crusade;1;Crusade;0800h;8;2;0;2;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;32;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0999h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;|SWhite creatures get +1/+1.;;;;;;
52;Crystal Rod;1;Crystal Rod;0800h;3;1;7;4;1;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-20;0;0;0;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10111h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Artifact;Whenever a player plays a |Sblue spell, you may pay |1. If you do, you gain 1 life.;;;;;;
53;Cursed Land;1;Cursed Land;0800h;1;2;0;4;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0111h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;108;211;Enchant Land;At the beginning of the upkeep of enchanted land's controller, Cursed Land deals 1 damage to that player.;;;;;;
54;Cyclopean Tomb;1;Cyclopean Tomb;0800h;3;1;9;2;4;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;211;211;Artifact;|2, |T: Put a mire counter on target land. That land is |Ha Swamp as long as it has a mire counter on it. Play this ability only during your upkeep.\nWhen Cyclopean Tomb leaves play, at the beginning of each of your upkeeps until the end of the game, remove one of those mire counters.;;;|#1Cyclopean Mire Counter |#2Tomb Legacy;|#1Affected land is |Ha swamp. |#2At the beginning of each of your upkeeps until the end of the game, remove one of those mire counters.;;
55;Dark Ritual;1;Dark Ritual;0800h;1;4;10;1;0;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0555h;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;211;211;Instant;Add |B|B|B to your mana pool.;;;;;;
56;Darkpact;1;Darkpact;0800h;1;6;1;2;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Remove Darkpact from your deck before playing if you're not playing for ante.\nExchange the top card of your library for a card in the ante. This exchange is permanent.;;;;;;
57;Death Ward;1;Death Ward;0800h;8;3;8;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0555h;0;0;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Regenerate target creature.;;;;;;
58;Deathgrip;1;Deathgrip;0800h;1;2;3;4;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0111h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;|B|B: Counter target |Sgreen spell.;;;;;;
59;Deathlace;1;Deathlace;0800h;1;4;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;099h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Target spell or permanent becomes |Sblack. (Mana symbols on that permanent remain unchanged.);;;Lace Effect;The color of target permanent is changed to |C.;;
60;Demonic Attorney;1;Demonic Attorney;0800h;1;6;1;2;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Remove Demonic Attorney from your deck before playing if you're not playing for ante.\nEach player antes the top card of his or her library.;;;;;;
61;Demonic Hordes;1;Demonic Hordes;0800h;1;7;9;2;3;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09h;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;211;Creature — Demon;|T: Destroy target land.\nAt the beginning of your upkeep, unless you pay |B|B|B, tap Demonic Hordes and sacrifice a land of an opponent's choice.;Created to destroy Dominia, Demons can sometimes be bent to a more focused purpose.;;;;;
62;Demonic Tutor;1;Demonic Tutor;0800h;1;6;0;4;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Search your library for a card and put that card into your hand. Then shuffle your library.;;;;;;
63;Dingus Egg;1;Dingus Egg;0800h;3;1;0;2;4;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90999h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Artifact;Whenever a land is put into a graveyard from play, Dingus Egg deals 2 damage to that land's controller.;;;;;;
64;Disenchant;1;Disenchant;0800h;8;3;0;1;1;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0555h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Destroy target artifact or enchantment.;;;;;;
65;Disintegrate;1;Disintegrate;0800h;7;6;4;1;40;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0555h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Disintegrate deals X damage to target creature or player. That creature can't be regenerated this turn. If the creature would be put into a graveyard this turn, remove it from the game instead.;;;Death Effect;Target creature can't be regenerated this turn. If the creature would be put into a graveyard this turn, remove it from the game instead.;;
66;Disrupting Scepter;1;Disrupting Scepter;0800h;3;1;5;2;3;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90999h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Artifact;|3, |T: Target player discards a card from his or her hand. Play this ability only during your turn.;;;;;;
67;Dragon Whelp;1;Dragon Whelp;0800h;7;7;12;4;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;011h;2;3;1;4;0;0;0;0;0;0;0;0;1;0;0;0;0;52;211;Creature — Dragon;Flying\n|R: Dragon Whelp gets +1/+0 until end of turn. If this ability is played four or more times this turn, sacrifice Dragon Whelp at end of turn.;“O to be a dragon... of silkworm size or immense....” —Marianne Moore, “O to Be a Dragon”;;PowerUp Effect;Dragon Whelp gains +|n/+0 until end of turn. If 4 power or more is gained in this way, Dragon Whelp is destroyed at end of turn.;;
68;Drain Life;1;Drain Life;0800h;1;6;4;1;1;1;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0555h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Spend only |Sblack mana on X.\nDrain Life deals X damage to target creature or player. You gain life equal to the damage dealt, but not more life than the player's life total before Drain Life dealt damage or the creature's toughness.;;;;;Damage Effect;For each damage Drain Life deals to target creature or player, gain 1 life. Excessive damage is ignored.
69;Drain Power;1;Drain Power;0800h;2;6;10;2;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0999h;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;211;211;Sorcery;Target player plays a mana ability of each land he or she controls, then empties his or her mana pool. Add mana to your mana pool equal to the type and amount emptied from that player's mana pool this way.;;;;;;
70;Drudge Skeletons;1;Drudge Skeletons;0800h;1;7;0;1;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50555h;1;1;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;171;211;Creature — Skeleton;|B: Regenerate Drudge Skeletons.;“The dead make good soldiers. They can't disobey orders, they never surrender, and they don't stop fighting when a random body part falls off.”\n—Nevinyrral, Necromancer's Handbook ;;;;;
71;Dwarven Demolition Team;1;Dwarven Demolition Team;0800h;7;7;0;4;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000h;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;211;Creature — Dwarf;|T: Destroy target Wall.;"Foolishly, Najib retreated to his castle at El-Abar; the next morning, he was dead. In just one night, the dwarven forces had reduced the mighty walls to mere rubble.";;;;;
72;Dwarven Warriors;1;Dwarven Warriors;0800h;7;7;0;1;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0555h;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;211;Creature — Dwarf;|T: Target creature with power 2 or less is unblockable this turn.;;;Combat Effect;Target creature is unblockable until end of turn.;;
73;Earth Elemental;1;Earth Elemental;0800h;7;7;0;4;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;011h;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;211;Creature — Elemental;;Its voice has the tremor of deafening thunder, its blow the force of an avalanche.;;;;;
74;Earthbind;1;Earthbind;0800h;7;2;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;05h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;44;211;Enchant Creature;"When Earthbind comes into play, if enchanted creature has flying, Earthbind deals 2 damage to that creature and Earthbind gains ""Enchanted creature loses flying.""";;;;;;
75;Earthquake;1;Earthquake;0800h;7;6;4;2;40;0;0;0;1;0;5;1;0;0;0;2;2;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0999h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Earthquake deals X damage to each creature without flying and each player.;;;;;;
76;Elvish Archers;1;Elvish Archers;0800h;5;7;0;2;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0999h;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;67;211;Creature — Elf;First strike;The archers have a reputation for attacking without warning. They claim that the first arrow is the warning.;;;;;
77;Evil Presence;1;Evil Presence;0800h;1;2;9;4;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0110h;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;8;3;108;211;Enchant Land;Enchanted land is |Ha Swamp.;;;;;;
78;False Orders;0;False Orders;0800h;7;3;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Play False Orders only during the declare blockers step.\nTarget creature defending player controls is removed from combat. Creatures that creature had been blocking this combat are considered unblocked if no other creatures are blocking them. You may have the creature block an attacking creature of your choice.;;;;;;
79;Farmstead;1;Farmstead;0800h;8;2;7;2;0;0;0;0;0;3;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;108;211;Enchant Land;"Enchanted land has ""At the beginning of your upkeep, you may pay |W|W. If you do, you gain 1 life.""";;;;;;
80;Fastbond;1;Fastbond;0800h;5;2;10;2;0;0;0;1;0;0;1;0;4;0;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;You may play as many lands as you choose on your turn.\nWhenever you play a land other than the first land of the turn, Fastbond deals 1 damage to you.;;;;;;
81;Fear;1;Fear;0800h;1;2;0;1;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50555h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;44;211;Enchant Creature;Enchanted creature has fear. (It can't be blocked except by artifact creatures and/or |Sblack creatures.);;;;;;
82;Feedback;1;Feedback;0800h;2;2;0;4;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0110h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;68;211;Enchant Enchantment;At the beginning of the upkeep of enchanted enchantment's controller, Feedback deals 1 damage to that player.;;;;;;
83;Fire Elemental;1;Fire Elemental;0800h;7;7;0;4;3;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;010h;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;211;Creature — Elemental;;It treads on feet of coals and strikes with the force of a volcano.;;;;;
84;Fireball;1;Fireball;0800h;7;6;4;1;40;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0555h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Pay 1 for each target beyond the first: Fireball deals X damage divided evenly, rounded down, among any number of target creatures and/or players.;;;;;;
85;Firebreathing;1;Firebreathing;0800h;7;2;12;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0550h;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;8;44;211;Enchant Creature;|R: Enchanted creature gets +1/+0 until end of turn.;“Magic's only part of it, my friend. Diet does the rest.”\n—Suq'Ata trader;;PowerUp Effect;Target creature gains +|n/+0 until end of turn.;;
86;Flashfires;1;Flashfires;0800h;7;6;9;4;3;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10111h;0;0;0;0;0;0;0;0;0;0;0;0;0;32;5;0;0;211;211;Sorcery;Destroy all |H1plains.;Dry grass is tinder before the spark.;;;;;
87;Flight;1;Flight;0800h;2;2;0;1;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;-50;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;50555h;0;0;1;24;0;0;0;0;0;0;0;0;0;0;0;1;2;44;211;Enchant Creature;Enchanted creature has flying.;;;;;;
88;Fog;1;Fog;0800h;5;3;0;1;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0555h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Prevent all combat damage that would be dealt this turn.;;;Combat Effect;Creatures deal no combat damage this turn.;;
89;Force of Nature;1;Force of Nature;0800h;5;7;0;2;2;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0999h;8;8;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;78;211;Creature — Force;Trample\nAt the beginning of your upkeep, Force of Nature deals 8 damage to you unless you pay |G|G|G|G.;“It blinked, and flower petals fell like tears. Harthar, sensing weakness, attacked—and his blood fell like petals.”\n—Shesul Fass, faerie bard ;;;;;
90;Forcefield;1;Forcefield;0800h;3;1;8;2;3;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Artifact;|1: Prevent all but 1 combat damage that would be dealt this turn by target unblocked creature attacking you.;;;;;;
91;Forest;1;Forest;0800h;6;5;10;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;142;211;Basic Land — Forest;;;;;;;
