Card#;Unknown;Card Name;Card ID;Card Type;Special Type;Color;Colored Cost;Colorless Cost;Unused;Power;Toughness;Unused;Code Reference;Abilities 1;Abilities 2;Abilities 3;Abilites 4;Type 1;Type 2;Type 3;Type 4;Unknown;When to Play;Edition;Unused;Rating
103;0x00;*** Norn's Dominion;14772;0b10000000;0xFF;0b00000001;0;99;0x03;0;0;0x00;0x0200A8EA;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;0
104;0x00;*** Onakke Catacomb;14773;0b10000000;0xFF;0b00000001;0;99;0x03;0;0;0x00;0x0200A8EF;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;0
105;0x00;*** Orochi Colony;14774;0b10000000;0xFF;0b00000001;0;99;0x03;0;0;0x00;0x0200A8F4;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;0
106;0x00;*** Orzhova;14775;0b10000000;0xFF;0b00000001;0;99;0x03;0;0;0x00;0x0200A8F9;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;0
107;0x00;*** Prahv;14776;0b10000000;0xFF;0b00000001;0;99;0x03;0;0;0x00;0x0200A8FE;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b01000100;0b00000000;0b00010001;0b00000000;0x00;0
108;0x00;*** Quicksilver Sea;14777;0b10000000;0xFF;0b00000001;0;99;0x03;0;0;0x00;0x0200A903;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;0
109;0x00;*** Selesnya Loft Gardens;14778;0b10000000;0xFF;0b00000001;0;99;0x03;0;0;0x00;0x0200A908;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;0
110;0x00;*** Stensia;14779;0b10000000;0xFF;0b00000001;0;99;0x03;0;0;0x00;0x0200A90D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;0
111;0x00;*** Takenuma;14780;0b10000000;0xFF;0b00000001;0;99;0x03;0;0;0x00;0x0200A912;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;0
112;0x00;*** Talon Gates;14781;0b10000000;0xFF;0b00000001;0;99;0x03;0;0;0x00;0x0200A917;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10000001;0b00000000;0x00;0
113;0x00;*** The Zephyr Maze;14782;0b10000000;0xFF;0b00000001;0;99;0x03;0;0;0x00;0x0200A91C;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;0
114;0x00;*** Truga Jungle;14784;0b10000000;0xFF;0b00000001;0;99;0x03;0;0;0x00;0x0200A921;0b00000000;0b00000000;0b00000000;0b00000000;0b00000010;0b00010000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;0
115;0x00;*** Windriddle Palaces;14785;0b10000000;0xFF;0b00000001;0;99;0x03;0;0;0x00;0x0200A926;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10000001;0b00000000;0x00;0
116;0x00;A Display of My Dark Power;14786;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
117;0x00;All in Good Time;14787;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
118;0x00;All Shall Smolder in My Wake;14788;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
119;0x00;Approach My Molten Realm;14789;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
120;0x00;Behold the Power of Destruction;14790;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
121;0x00;Choose Your Champion;14791;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
122;0x00;Dance, Pathetic Marionette;14792;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
123;0x00;Embrace My Diabolical Vision;14793;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
124;0x00;Every Hope Shall Vanish;14794;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
125;0x00;Every Last Vestige Shall Rot;14795;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
126;0x00;Evil Comes to Fruition;14796;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
127;0x00;Feed the Machine;14797;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
128;0x00;I Bask in Your Silent Awe;14798;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
129;0x00;I Call on the Ancient Magics;14799;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
130;0x00;I Delight in Your Convulsions;14800;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
131;0x00;I Know All, I See All;14801;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
132;0x00;Ignite the Cloneforge!;14802;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
133;0x00;Into the Earthen Maw;14803;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
134;0x00;Introductions Are in Order;14804;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
135;0x00;Know Naught but Fire;14805;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
136;0x00;Look Skyward and Despair;14806;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
137;0x00;May Civilization Collapse;14807;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
138;0x00;Mortal Flesh Is Weak;14808;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
139;0x00;My Crushing Masterstroke;14809;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
140;0x00;My Genius Knows No Bounds;14810;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
141;0x00;My Undead Horde Awakens;14811;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
142;0x00;My Wish Is Your Command;14812;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
143;0x00;Nature Demands an Offering;14813;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
144;0x00;Nature Shields Its Own;14814;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
145;0x00;Nothing Can Stop Me Now;14815;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
146;0x00;Only Blood Ends Your Nightmares;14816;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
147;0x00;Realms Befitting My Majesty;14817;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
148;0x00;Roots of All Evil;14818;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
149;0x00;Rotted Ones, Lay Siege;14819;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
150;0x00;Surrender Your Thoughts;14820;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
151;0x00;The Dead Shall Serve;14821;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
152;0x00;The Fate of the Flammable;14822;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
153;0x00;The Iron Guardian Stirs;14823;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
154;0x00;The Pieces Are Coming Together;14824;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
155;0x00;The Very Soil Shall Shake;14825;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
156;0x00;Tooth, Claw, and Tail;14826;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
157;0x00;Which of You Burns Brightest?;14827;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
158;0x00;Your Fate Is Thrice Sealed;14828;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
159;0x00;Your Puny Minds Cannot Fathom;14829;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
160;0x00;Your Will Is Not Your Own;14830;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
161;0x00;Imprison This Insolent Wretch;14831;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
162;0x00;Perhaps You've Met My Cohort;14832;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
163;0x00;Plots That Span Centuries;14833;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
164;0x00;Your Inescapable Doom;14834;0b00000000;0xFF;0b00000000;0;0;0x00;0;0;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0x00;0
165;0x00;Abandon Hope;3072;0b00001000;0xFF;0b00000010;1;1;0x00;0;0;0x00;0x02009FE4;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
166;0x00;Abattoir Ghoul;11869;0b00000010;0x02;0b00000011;1;3;0x00;3;2;0x00;0x02004805;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
167;0x00;Abbey Gargoyles;1628;0b00000010;0xFF;0b00100000;3;2;0x00;3;4;0x00;0x0200CC80;0b00100000;0b01000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
168;0x00;Abbey Griffin;11870;0b00000010;0xFF;0b00100000;1;3;0x00;2;2;0x00;0x0200C122;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;2
169;0x00;Abeyance;2922;0b00010000;0xFF;0b00100000;1;1;0x00;0;0;0x00;0x0200338D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b01000000;0b00000000;0b00001111;0b00000000;0x00;0
170;0x00;Abhorrent Overlord;13366;0b00000010;0xFF;0b00000010;2;5;0x00;6;6;0x00;0x0200AEBC;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
171;0x00;Abjure;2923;0b00100000;0xFF;0b00000100;1;0;0x00;0;0;0x00;0x0200327A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00100000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;1
172;0x00;Abolish;4791;0b00010000;0xFF;0b00100000;2;1;0x01;0;0;0x01;0x0200879D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
173;0x00;Abomination;551;0b00000010;0xFF;0b00000010;2;3;0x00;2;6;0x00;0x0200B47F;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
174;0x00;Abomination of Gudul;14204;0b00000010;0xFF;0b00001110;3;3;0x01;3;4;0x01;0x0200D121;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
175;0x00;Aboroth;2924;0b00000010;0xFF;0b00001000;2;4;0x00;9;9;0x00;0x02009F7B;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
176;0x00;Aboshan, Cephalid Emperor;5462;0b00000010;0x0E;0b00000100;2;4;0x00;3;3;0x00;0x02008C20;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00110001;0b00000000;0x00;0
177;0x00;About Face;3966;0b00010000;0xFF;0b00010000;1;0;0x00;0;0;0x00;0x0200B5DD;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;0
178;0x00;Abrupt Decay;12645;0b00010000;0xFF;0b00001010;2;0;0x00;0;0;0x00;0x020076D1;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
179;0x00;Absolver Thrull;8018;0b00000010;0xFF;0b00100000;1;3;0x00;2;3;0x00;0x02006B05;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
180;0x00;Absorb;1375;0b00100000;0xFF;0b00100100;3;0;0x00;0;0;0x00;0x0200570A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00100000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;1
181;0x00;Absorb Vis;10105;0b00001000;0xFF;0b00000010;1;6;0x04;0;0;0x00;0x0200A985;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10001000;0b00000000;0x00;0
182;0x00;Abu Ja'far;391;0b00000010;0xFF;0b00100000;1;0;0x00;0;1;0x00;0x0200B47A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;3
183;0x00;Abuna Acolyte;11194;0b00000010;0xFF;0b00100000;1;1;0x00;1;1;0x00;0x02004166;0b00000000;0b00000000;0b00000000;0b00000000;0b00000101;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;2
184;0x00;Abuna's Chant;6998;0b00010000;0xFF;0b00100000;1;3;0x00;0;0;0x00;0x020058AE;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
185;0x00;Abundance;3686;0b00000100;0xFF;0b00001000;2;2;0x00;0;0;0x00;0x02003829;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;1
186;0x00;Abundant Growth;12298;0b00000100;0xFF;0b00001000;1;0;0x00;0;0;0x00;0x02005E26;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00010000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
187;0x00;Abyssal Gatekeeper;2925;0b00000010;0xFF;0b00000010;1;1;0x00;1;1;0x00;0x0200327F;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;2
188;0x00;Abyssal Horror;3687;0b00000010;0xFF;0b00000010;2;4;0x00;2;2;0x00;0x0200A1C4;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
189;0x00;Abyssal Hunter;2386;0b00000010;0xFF;0b00000010;1;3;0x00;1;1;0x00;0x02009D9B;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
190;0x00;Abyssal Nightstalker;3588;0b00000010;0xFF;0b00000010;1;3;0x00;2;2;0x00;0x02009652;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
191;0x00;Abyssal Nocturnus;8019;0b00000010;0xFF;0b00000010;2;1;0x00;2;2;0x00;0x02006B0A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
192;0x00;Abyssal Persecutor;10716;0b00000010;0xFF;0b00000010;2;2;0x00;6;6;0x00;0x020084CD;0b10100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
193;0x00;Abyssal Specter;971;0b00000010;0xFF;0b00000010;2;2;0x00;2;3;0x00;0x0200B2A4;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;2
194;0x00;Abzan Ascendancy;14205;0b00000100;0xFF;0b00101010;3;0;0x00;0;0;0x00;0x0200CECE;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
195;0x00;Abzan Banner;14206;0b01000000;0xFF;0b00101010;0;3;0x00;0;0;0x00;0x0200A6CE;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00010000;0b00000000;0b00000000;0b00000000;0b10001000;0b00000000;0x00;0
196;0x00;Abzan Battle Priest;14207;0b00000010;0xFF;0b00100000;1;3;0x00;3;2;0x00;0x0200CF41;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10000001;0b00000000;0x00;0
197;0x00;Abzan Charm;14208;0b00010000;0xFF;0b00101010;3;0;0x00;0;0;0x00;0x0200D126;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
198;0x00;Abzan Falconer;14209;0b00000010;0xFF;0b00100000;1;2;0x00;2;3;0x00;0x0200CF46;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10000001;0b00000000;0x00;0
199;0x00;Abzan Guide;14210;0b00000010;0xFF;0b00101010;3;3;0x01;4;4;0x01;0x0200CED3;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
200;0x00;Academy Elite;14013;0b00000010;0xFF;0b00000100;1;3;0x00;0;0;0x00;0x0200C5A5;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01000000;0b00000000;0x00;0
201;0x00;Academy Raider;13253;0b00000010;0xFF;0b00010000;1;2;0x00;1;1;0x00;0x0200AB60;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
202;0x00;Academy Rector;4091;0b00000010;0xFF;0b00100000;1;3;0x00;1;2;0x00;0x020011D2;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
203;0x00;Academy Researchers;3688;0b00000010;0xFF;0b00000100;2;1;0x00;2;2;0x00;0x0200382E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
204;0x00;Academy Ruins;8474;0b00000001;0x0F;0b00000001;0;0;0x00;0;0;0x00;0x020022BC;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00010000;0b00000000;0b00000000;0b00000000;0b10010001;0b00000000;0x00;2
205;0x00;Accorder Paladin;11414;0b00000010;0xFF;0b00100000;1;1;0x00;3;1;0x00;0x02004481;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
